,certificate,director_name,genre,gross_value,imdb_ratings,metscores,movie_description,movie_names,runtime,star_cast,votes,year_release
137,PG-13,Taika Waititi,Adventure,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Taika Waititi,246017,2017
138,PG-13,Taika Waititi,Comedy,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Taika Waititi,246017,2017
139,PG-13,Taika Waititi,Action,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Chris Hemsworth,246017,2017
140,PG-13,Taika Waititi,Adventure,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Chris Hemsworth,246017,2017
141,PG-13,Taika Waititi,Comedy,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Chris Hemsworth,246017,2017
142,PG-13,Taika Waititi,Action,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Tom Hiddleston,246017,2017
143,PG-13,Taika Waititi,Adventure,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Tom Hiddleston,246017,2017
144,PG-13,Taika Waititi,Comedy,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Tom Hiddleston,246017,2017
145,PG-13,Taika Waititi,Action,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Cate Blanchett,246017,2017
146,PG-13,Taika Waititi,Adventure,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Cate Blanchett,246017,2017
147,PG-13,Taika Waititi,Comedy,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Cate Blanchett,246017,2017
148,R,Chad Stahelski,Action,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Chad Stahelski,216259,2017
149,R,Chad Stahelski,Crime,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Chad Stahelski,216259,2017
150,R,Chad Stahelski,Thriller,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Chad Stahelski,216259,2017
151,R,Chad Stahelski,Action,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Keanu Reeves,216259,2017
152,R,Chad Stahelski,Crime,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Keanu Reeves,216259,2017
153,R,Chad Stahelski,Thriller,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Keanu Reeves,216259,2017
154,R,Chad Stahelski,Action,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Riccardo Scamarcio,216259,2017
155,R,Chad Stahelski,Crime,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Riccardo Scamarcio,216259,2017
156,R,Chad Stahelski,Thriller,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Riccardo Scamarcio,216259,2017
157,R,Chad Stahelski,Action,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Ian McShane,216259,2017
158,R,Chad Stahelski,Crime,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Ian McShane,216259,2017
159,R,Chad Stahelski,Thriller,92029184,7.5,75,"['After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.']",John Wick: Chapter 2,122,Ian McShane,216259,2017
160,PG,Bill Condon,Family,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Bill Condon,198740,2017
161,PG,Bill Condon,Fantasy,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Bill Condon,198740,2017
162,PG,Bill Condon,Musical,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Bill Condon,198740,2017
163,PG,Bill Condon,Family,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Emma Watson,198740,2017
164,PG,Bill Condon,Fantasy,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Emma Watson,198740,2017
165,PG,Bill Condon,Musical,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Emma Watson,198740,2017
166,PG,Bill Condon,Family,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Dan Stevens,198740,2017
167,PG,Bill Condon,Fantasy,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Dan Stevens,198740,2017
168,PG,Bill Condon,Musical,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Dan Stevens,198740,2017
169,PG,Bill Condon,Family,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Luke Evans,198740,2017
170,PG,Bill Condon,Fantasy,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Luke Evans,198740,2017
171,PG,Bill Condon,Musical,504014165,7.3,65,['An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.'],Beauty and the Beast,129,Luke Evans,198740,2017
172,PG-13,Zack Snyder,Action,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Zack Snyder,198525,2017
173,PG-13,Zack Snyder,Adventure,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Zack Snyder,198525,2017
174,PG-13,Zack Snyder,Fantasy,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Zack Snyder,198525,2017
175,PG-13,Zack Snyder,Action,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Ben Affleck,198525,2017
176,PG-13,Zack Snyder,Adventure,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Ben Affleck,198525,2017
177,PG-13,Zack Snyder,Fantasy,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Ben Affleck,198525,2017
178,PG-13,Zack Snyder,Action,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Gal Gadot,198525,2017
179,PG-13,Zack Snyder,Adventure,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Gal Gadot,198525,2017
180,PG-13,Zack Snyder,Fantasy,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Gal Gadot,198525,2017
181,PG-13,Zack Snyder,Action,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Jason Momoa,198525,2017
182,PG-13,Zack Snyder,Adventure,228805093,6.9,45,"[""Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.""]",Justice League,120,Jason Momoa,198525,2017
